Iso639,Language,Visibility,Family,Region,Primary Country,Country Code,Lat,Lon
chj,<a href='https://www.ethnologue.com/language/chj' target='_blank'>Ojitlán Chinantec</a>,39.11860718171926,Otomanguean,Central America,Mexico,MX,18.0852,-96.325
prx,<a href='https://www.ethnologue.com/language/prx' target='_blank'>Purik</a>,39.14581066376496,Sino-Tibetan,Southern Asia,India,IN,34.2004,75.8752
krn,<a href='https://www.ethnologue.com/language/krn' target='_blank'>Sapo</a>,39.17301414581066,Niger-Congo,Western Africa,Liberia,LR,5.6956,-8.4923
tcf,<a href='https://www.ethnologue.com/language/tcf' target='_blank'>Malinaltepec Me'phaa</a>,39.17301414581066,Otomanguean,Central America,Mexico,MX,17.1989,-98.6579
bwo,<a href='https://www.ethnologue.com/language/bwo' target='_blank'>Boro (Ethiopia)</a>,39.17301414581066,Afro-Asiatic,Eastern Africa,Ethiopia,ET,10.6814,35.3762
ade,<a href='https://www.ethnologue.com/language/ade' target='_blank'>Adele</a>,39.25462459194777,Niger-Congo,Western Africa,Togo,TG,8.1705,0.6357
sif,<a href='https://www.ethnologue.com/language/sif' target='_blank'>Siamou</a>,39.25462459194777,Niger-Congo,Western Africa,Burkina Faso,BF,10.9971,-4.9393
nma,<a href='https://www.ethnologue.com/language/nma' target='_blank'>Maram Naga</a>,39.30903155603917,Sino-Tibetan,Southern Asia,India,IN,25.2714,94.1364
ott,<a href='https://www.ethnologue.com/language/ott' target='_blank'>Temoaya Otomi</a>,39.33623503808488,Otomanguean,Central America,Mexico,MX,19.6104,-99.6572
mqn,<a href='https://www.ethnologue.com/language/mqn' target='_blank'>Moronene</a>,39.33623503808488,Austronesian,South-Eastern Asia,Indonesia,ID,-4.5992,121.8251
ddg,<a href='https://www.ethnologue.com/language/ddg' target='_blank'>Fataluku</a>,39.33623503808488,Trans-New Guinea,South-Eastern Asia,East Timor,TL,-8.4882,127.0418
kyw,<a href='https://www.ethnologue.com/language/kyw' target='_blank'>Kudmali</a>,39.33623503808488,Indo-European,Southern Asia,India,IN,22.8852,86.8706
ngj,<a href='https://www.ethnologue.com/language/ngj' target='_blank'>Ngie</a>,39.33623503808488,Niger-Congo,Middle Africa,Cameroon,CM,5.9878,9.8225
dao,<a href='https://www.ethnologue.com/language/dao' target='_blank'>Daai Chin</a>,39.33623503808488,Sino-Tibetan,South-Eastern Asia,Myanmar,MM,21.1549,93.5879
tuz,<a href='https://www.ethnologue.com/language/tuz' target='_blank'>Turka</a>,39.33623503808488,Niger-Congo,Western Africa,Burkina Faso,BF,10.7132,-4.9352
caq,<a href='https://www.ethnologue.com/language/caq' target='_blank'>Car Nicobarese</a>,39.33623503808488,Austro-Asiatic,Southern Asia,India,IN,9.1737,92.7658
oyd,<a href='https://www.ethnologue.com/language/oyd' target='_blank'>Oyda</a>,39.55386289445049,Afro-Asiatic,Eastern Africa,Ethiopia,ET,6.1294,36.8534
chf,<a href='https://www.ethnologue.com/language/chf' target='_blank'>Tabasco Chontal</a>,39.581066376496196,Mayan,Central America,Mexico,MX,18.146,-92.71
ges,<a href='https://www.ethnologue.com/language/ges' target='_blank'>Geser-Gorom</a>,39.581066376496196,Austronesian,South-Eastern Asia,Indonesia,ID,-3.8016,130.7013
rut,<a href='https://www.ethnologue.com/language/rut' target='_blank'>Rutul</a>,39.635473340587595,North Caucasian,Eastern Europe,Russian Federation,RU,41.6102,47.3589
nka,<a href='https://www.ethnologue.com/language/nka' target='_blank'>Nkoya</a>,39.662676822633294,Niger-Congo,Eastern Africa,Zambia,ZM,-14.6758,24.6524
ntk,<a href='https://www.ethnologue.com/language/ntk' target='_blank'>Ikoma-Nata-Isenye</a>,39.689880304679,Niger-Congo,Eastern Africa,Tanzania,TZ,-1.9677,34.4997
bjv,<a href='https://www.ethnologue.com/language/bjv' target='_blank'>Bedjond</a>,39.689880304679,Nilo-Saharan,Middle Africa,Chad,TD,8.5635,17.2642
kdq,<a href='https://www.ethnologue.com/language/kdq' target='_blank'>Koch</a>,39.689880304679,Sino-Tibetan,Southern Asia,India,IN,25.8697,90.3218
sgr,<a href='https://www.ethnologue.com/language/sgr' target='_blank'>Sangisari</a>,39.689880304679,Indo-European,Southern Asia,Iran,IR,35.7169,53.3216
gel,<a href='https://www.ethnologue.com/language/gel' target='_blank'>ut-Ma'in</a>,39.689880304679,Niger-Congo,Western Africa,Nigeria,NG,11.5445,4.8178
sig,<a href='https://www.ethnologue.com/language/sig' target='_blank'>Paasaal</a>,39.689880304679,Niger-Congo,Western Africa,Ghana,GH,10.1907,-1.7987
diu,<a href='https://www.ethnologue.com/language/diu' target='_blank'>Diriku</a>,39.689880304679,Niger-Congo,Southern Africa,Namibia,NA,-18.6292,21.2955
mhw,<a href='https://www.ethnologue.com/language/mhw' target='_blank'>Mbukushu</a>,39.88030467899891,Niger-Congo,Southern Africa,Namibia,NA,-18.5645,22.7579
lme,<a href='https://www.ethnologue.com/language/lme' target='_blank'>Pévé</a>,39.90750816104461,Afro-Asiatic,Middle Africa,Chad,TD,9.1303,14.4614
pho,<a href='https://www.ethnologue.com/language/pho' target='_blank'>Phunoi</a>,39.93471164309032,Sino-Tibetan,South-Eastern Asia,Laos,LA,21.6594,102.1099
krl,<a href='https://www.ethnologue.com/language/krl' target='_blank'>Karelian</a>,39.93471164309032,Uralic,Eastern Europe,Russian Federation,RU,64.6814,32.0814
rml,<a href='https://www.ethnologue.com/language/rml' target='_blank'>Baltic Romani</a>,39.989118607181716,Indo-European,Eastern Europe,Poland,PL,57.1918,24.7765
ggg,<a href='https://www.ethnologue.com/language/ggg' target='_blank'>Gurgula</a>,40.016322089227415,Indo-European,Southern Asia,Pakistan,PK,25.737,68.565
cni,<a href='https://www.ethnologue.com/language/cni' target='_blank'>Asháninka</a>,40.04352557127312,Maipurean,South America,Peru,PE,-11.9311,-73.9073
slm,<a href='https://www.ethnologue.com/language/slm' target='_blank'>Pangutaran Sama</a>,40.04352557127312,Austronesian,South-Eastern Asia,Philippines,PH,6.3038,120.5507
ala,<a href='https://www.ethnologue.com/language/ala' target='_blank'>Alago</a>,40.09793253536453,Niger-Congo,Western Africa,Nigeria,NG,8.3715,8.5622
yud,<a href='https://www.ethnologue.com/language/yud' target='_blank'>Judeo-Tripolitanian Arabic</a>,40.12513601741023,Afro-Asiatic,Western Asia,Israel,IL,31.9567,34.7422
cwd,<a href='https://www.ethnologue.com/language/cwd' target='_blank'>Woods Cree</a>,40.12513601741023,Algic,Northern America,Canada,CA,58.6735,-94.3401
bfm,<a href='https://www.ethnologue.com/language/bfm' target='_blank'>Mmen</a>,40.12513601741023,Niger-Congo,Middle Africa,Cameroon,CM,6.4387,10.2552
gok,<a href='https://www.ethnologue.com/language/gok' target='_blank'>Gowli</a>,40.12513601741023,Indo-European,Southern Asia,India,IN,21.0303,77.6903
hro,<a href='https://www.ethnologue.com/language/hro' target='_blank'>Haroi</a>,40.12513601741023,Austronesian,South-Eastern Asia,Viet Nam,VN,13.2255,108.998
kmy,<a href='https://www.ethnologue.com/language/kmy' target='_blank'>Koma</a>,40.12513601741023,Niger-Congo,Western Africa,Nigeria,NG,8.7177,12.6534
pmi,<a href='https://www.ethnologue.com/language/pmi' target='_blank'>Northern Pumi</a>,40.12513601741023,Sino-Tibetan,Eastern Asia,China,CN,27.9014,101.5165
nin,<a href='https://www.ethnologue.com/language/nin' target='_blank'>Ninzo</a>,40.12513601741023,Niger-Congo,Western Africa,Nigeria,NG,9.0994,8.4915
okv,<a href='https://www.ethnologue.com/language/okv' target='_blank'>Orokaiva</a>,40.12513601741023,Trans-New Guinea,Melanesia,Papua New Guinea,PG,-8.7635,148.1756
poc,<a href='https://www.ethnologue.com/language/poc' target='_blank'>Poqomam</a>,40.12513601741023,Mayan,Central America,Guatemala,GT,14.7325,-89.738
yas,<a href='https://www.ethnologue.com/language/yas' target='_blank'>Nugunu (Cameroon)</a>,40.12513601741023,Niger-Congo,Middle Africa,Cameroon,CM,4.6157,11.2606
ivv,<a href='https://www.ethnologue.com/language/ivv' target='_blank'>Ivatan</a>,40.12513601741023,Austronesian,South-Eastern Asia,Philippines,PH,20.3815,121.9454
gab,<a href='https://www.ethnologue.com/language/gab' target='_blank'>Gabri</a>,40.45157780195865,Afro-Asiatic,Middle Africa,Chad,TD,9.3405,16.6183
toj,<a href='https://www.ethnologue.com/language/toj' target='_blank'>Tojolabal</a>,40.47878128400435,Mayan,Central America,Mexico,MX,16.2529,-91.7727
guh,<a href='https://www.ethnologue.com/language/guh' target='_blank'>Guahibo</a>,40.505984766050055,Guajiboan,South America,Colombia,CO,5.3727,-69.4375
ubu,<a href='https://www.ethnologue.com/language/ubu' target='_blank'>Umbu-Ungu</a>,40.505984766050055,Trans-New Guinea,Melanesia,Papua New Guinea,PG,-5.9763,143.9418
njn,<a href='https://www.ethnologue.com/language/njn' target='_blank'>Liangmai Naga</a>,40.505984766050055,Sino-Tibetan,Southern Asia,India,IN,25.6558,93.7694
crk,<a href='https://www.ethnologue.com/language/crk' target='_blank'>Plains Cree</a>,40.58759521218716,Algic,Northern America,Canada,CA,54.4812,-112.3997
nzm,<a href='https://www.ethnologue.com/language/nzm' target='_blank'>Zeme Naga</a>,40.58759521218716,Sino-Tibetan,Southern Asia,India,IN,24.9932,92.6343
sby,<a href='https://www.ethnologue.com/language/sby' target='_blank'>Soli</a>,40.58759521218716,Niger-Congo,Eastern Africa,Zambia,ZM,-15.3021,28.8844
koq,<a href='https://www.ethnologue.com/language/koq' target='_blank'>Kota (Gabon)</a>,40.669205658324266,Niger-Congo,Middle Africa,Gabon,GA,-0.1353,12.5008
djc,<a href='https://www.ethnologue.com/language/djc' target='_blank'>Dar Daju Daju</a>,40.696409140369965,Nilo-Saharan,Middle Africa,Chad,TD,12.6439,19.0313
mnf,<a href='https://www.ethnologue.com/language/mnf' target='_blank'>Mundani</a>,40.696409140369965,Niger-Congo,Middle Africa,Cameroon,CM,5.6871,9.9104
mdx,<a href='https://www.ethnologue.com/language/mdx' target='_blank'>Dizin</a>,40.75081610446137,Afro-Asiatic,Eastern Africa,Ethiopia,ET,6.1749,35.5808
djk,<a href='https://www.ethnologue.com/language/djk' target='_blank'>Eastern Maroon Creole</a>,40.77801958650708,Creole,South America,Suriname,SR,4.1647,-54.3558
kle,<a href='https://www.ethnologue.com/language/kle' target='_blank'>Kulung (Nepal)</a>,40.80522306855278,Sino-Tibetan,Southern Asia,Nepal,NP,27.4703,87.0858
sez,<a href='https://www.ethnologue.com/language/sez' target='_blank'>Senthang Chin</a>,40.83242655059848,Sino-Tibetan,South-Eastern Asia,Myanmar,MM,22.3067,93.7579
otq,<a href='https://www.ethnologue.com/language/otq' target='_blank'>Querétaro Otomi</a>,40.83242655059848,Otomanguean,Central America,Mexico,MX,20.1156,-100.1298
mfy,<a href='https://www.ethnologue.com/language/mfy' target='_blank'>Mayo</a>,40.88683351468988,Uto-Aztecan,Central America,Mexico,MX,26.0536,-108.4621
sbl,<a href='https://www.ethnologue.com/language/sbl' target='_blank'>Botolan Sambal</a>,40.88683351468988,Austronesian,South-Eastern Asia,Philippines,PH,15.2298,120.1731
snf,<a href='https://www.ethnologue.com/language/snf' target='_blank'>Noon</a>,40.88683351468988,Niger-Congo,Western Africa,Senegal,SN,14.812,-16.8993
mpe,<a href='https://www.ethnologue.com/language/mpe' target='_blank'>Majang</a>,40.96844396082698,Nilo-Saharan,Eastern Africa,Ethiopia,ET,7.6516,34.9922
pac,<a href='https://www.ethnologue.com/language/pac' target='_blank'>Pacoh</a>,40.99564744287269,Austro-Asiatic,South-Eastern Asia,Viet Nam,VN,16.3749,107.1353
bjg,<a href='https://www.ethnologue.com/language/bjg' target='_blank'>Bidyogo</a>,41.022850924918394,Niger-Congo,Western Africa,Guinea-Bissau,GW,11.103,-16.139
kwf,<a href='https://www.ethnologue.com/language/kwf' target='_blank'>Kwara'ae</a>,41.022850924918394,Austronesian,Melanesia,Solomon Islands,SB,-8.7323,160.8034
soa,<a href='https://www.ethnologue.com/language/soa' target='_blank'>Thai Song</a>,41.07725788900979,Tai-Kadai,South-Eastern Asia,Thailand,TH,13.2587,99.8351
brb,<a href='https://www.ethnologue.com/language/brb' target='_blank'>Brao</a>,41.10446137105549,Austro-Asiatic,South-Eastern Asia,Laos,LA,14.6056,106.9863
vid,<a href='https://www.ethnologue.com/language/vid' target='_blank'>Vidunda</a>,41.1316648531012,Niger-Congo,Eastern Africa,Tanzania,TZ,-7.5313,36.9467
hwo,<a href='https://www.ethnologue.com/language/hwo' target='_blank'>Hwana</a>,41.1316648531012,Afro-Asiatic,Western Africa,Nigeria,NG,10.3701,12.7782
lnu,<a href='https://www.ethnologue.com/language/lnu' target='_blank'>Longuda</a>,41.1316648531012,Niger-Congo,Western Africa,Nigeria,NG,9.8371,11.8506
xub,<a href='https://www.ethnologue.com/language/xub' target='_blank'>Betta Kurumba</a>,41.1316648531012,Dravidian,Southern Asia,India,IN,11.564,76.4456
lsi,<a href='https://www.ethnologue.com/language/lsi' target='_blank'>Lashi</a>,41.240478781284004,Sino-Tibetan,South-Eastern Asia,Myanmar,MM,26.117,98.4918
nzy,<a href='https://www.ethnologue.com/language/nzy' target='_blank'>Nzakambay</a>,41.26768226332971,Niger-Congo,Middle Africa,Chad,TD,7.684,15.7869
ted,<a href='https://www.ethnologue.com/language/ted' target='_blank'>Tepo Krumen</a>,41.29488574537541,Niger-Congo,Western Africa,Côte d’Ivoire,CI,4.8654,-7.2708
pon,<a href='https://www.ethnologue.com/language/pon' target='_blank'>Pohnpeian</a>,41.32208922742111,Austronesian,Micronesia,Micronesia,FM,6.8807,158.2252
glw,<a href='https://www.ethnologue.com/language/glw' target='_blank'>Glavda</a>,41.34929270946681,Afro-Asiatic,Western Africa,Nigeria,NG,11.192,13.863
bzf,<a href='https://www.ethnologue.com/language/bzf' target='_blank'>Boikin</a>,41.34929270946681,Sepik,Melanesia,Papua New Guinea,PG,-3.6857,143.4517
lld,<a href='https://www.ethnologue.com/language/lld' target='_blank'>Ladin</a>,41.403699673558215,Indo-European,Southern Europe,Italy,IT,46.5993,11.8919
tpu,<a href='https://www.ethnologue.com/language/tpu' target='_blank'>Tampuan</a>,41.403699673558215,Austro-Asiatic,South-Eastern Asia,Cambodia,KH,13.5785,107.1706
bvm,<a href='https://www.ethnologue.com/language/bvm' target='_blank'>Bamunka</a>,41.403699673558215,Niger-Congo,Middle Africa,Cameroon,CM,6.0129,10.5098
btv,<a href='https://www.ethnologue.com/language/btv' target='_blank'>Bateri</a>,41.48531011969532,Indo-European,Southern Asia,Pakistan,PK,34.2094,75.0742
olo,<a href='https://www.ethnologue.com/language/olo' target='_blank'>Livvi</a>,41.51251360174103,Uralic,Eastern Europe,Russian Federation,RU,61.5591,32.6674
amu,<a href='https://www.ethnologue.com/language/amu' target='_blank'>Guerrero Amuzgo</a>,41.539717083786726,Otomanguean,Central America,Mexico,MX,16.7775,-98.1895
qvj,<a href='https://www.ethnologue.com/language/qvj' target='_blank'>Loja Highland Quichua</a>,41.566920565832426,Quechuan,South America,Ecuador,EC,-3.6987,-79.2559
kxx,<a href='https://www.ethnologue.com/language/kxx' target='_blank'>Likuba</a>,41.594124047878125,Niger-Congo,Middle Africa,Congo,CG,-1.2793,16.4702
caa,<a href='https://www.ethnologue.com/language/caa' target='_blank'>Chortí</a>,41.62132752992383,Mayan,Central America,Guatemala,GT,14.8272,-89.2803
bcz,<a href='https://www.ethnologue.com/language/bcz' target='_blank'>Bainouk-Gunyaamolo</a>,41.64853101196953,Niger-Congo,Western Africa,Senegal,SN,12.6509,-15.9327
bhw,<a href='https://www.ethnologue.com/language/bhw' target='_blank'>Biak</a>,41.64853101196953,Austronesian,South-Eastern Asia,Indonesia,ID,-0.9372,135.892
bqz,<a href='https://www.ethnologue.com/language/bqz' target='_blank'>Bakaka</a>,41.64853101196953,Niger-Congo,Middle Africa,Cameroon,CM,4.8204,9.9192
dde,<a href='https://www.ethnologue.com/language/dde' target='_blank'>Doondo</a>,41.64853101196953,Niger-Congo,Middle Africa,Congo,CG,-4.2999,13.7056
mmd,<a href='https://www.ethnologue.com/language/mmd' target='_blank'>Maonan</a>,41.64853101196953,Tai-Kadai,Eastern Asia,China,CN,25.0116,108.0249
shj,<a href='https://www.ethnologue.com/language/shj' target='_blank'>Shatt</a>,41.64853101196953,Nilo-Saharan,Northern Africa,Sudan,SD,10.7575,29.7424
sjo,<a href='https://www.ethnologue.com/language/sjo' target='_blank'>Xibe</a>,41.64853101196953,Tungusic,Eastern Asia,China,CN,43.6254,81.015
tar,<a href='https://www.ethnologue.com/language/tar' target='_blank'>Central Tarahumara</a>,41.64853101196953,Uto-Aztecan,Central America,Mexico,MX,27.6549,-107.2076
zkd,<a href='https://www.ethnologue.com/language/zkd' target='_blank'>Kadu</a>,41.64853101196953,Sino-Tibetan,South-Eastern Asia,Myanmar,MM,24.2604,96.0397
byc,<a href='https://www.ethnologue.com/language/byc' target='_blank'>Ubaghara</a>,41.64853101196953,Niger-Congo,Western Africa,Nigeria,NG,5.6104,7.9782
dgh,<a href='https://www.ethnologue.com/language/dgh' target='_blank'>Dghwede</a>,41.64853101196953,Afro-Asiatic,Western Africa,Nigeria,NG,11.0587,13.7729
ktz,<a href='https://www.ethnologue.com/language/ktz' target='_blank'>Juǀʼhoan</a>,41.64853101196953,Kx’a,Southern Africa,Namibia,NA,-19.713,20.66
mkf,<a href='https://www.ethnologue.com/language/mkf' target='_blank'>Miya</a>,41.64853101196953,Afro-Asiatic,Western Africa,Nigeria,NG,10.9205,9.7137
png,<a href='https://www.ethnologue.com/language/png' target='_blank'>Pangu</a>,41.64853101196953,Niger-Congo,Western Africa,Nigeria,NG,10.0479,6.3737
snq,<a href='https://www.ethnologue.com/language/snq' target='_blank'>Sangu (Gabon)</a>,41.64853101196953,Niger-Congo,Middle Africa,Gabon,GA,-1.5467,11.8886
soz,<a href='https://www.ethnologue.com/language/soz' target='_blank'>Temi</a>,41.64853101196953,Niger-Congo,Eastern Africa,Tanzania,TZ,-2.2145,35.8128
tng,<a href='https://www.ethnologue.com/language/tng' target='_blank'>Tobanga</a>,41.64853101196953,Afro-Asiatic,Middle Africa,Chad,TD,9.7568,16.2441
tul,<a href='https://www.ethnologue.com/language/tul' target='_blank'>Tula</a>,41.64853101196953,Niger-Congo,Western Africa,Nigeria,NG,9.8336,11.5066
twu,<a href='https://www.ethnologue.com/language/twu' target='_blank'>Termanu</a>,41.64853101196953,Austronesian,South-Eastern Asia,Indonesia,ID,-10.7135,123.1758
adl,<a href='https://www.ethnologue.com/language/adl' target='_blank'>Galo</a>,41.64853101196953,Sino-Tibetan,Southern Asia,India,IN,28.1066,94.7992
aso,<a href='https://www.ethnologue.com/language/aso' target='_blank'>Dano</a>,41.64853101196953,Trans-New Guinea,Melanesia,Papua New Guinea,PG,-5.9271,145.2561
axk,<a href='https://www.ethnologue.com/language/axk' target='_blank'>Yaka (Central African Republic)</a>,41.64853101196953,Niger-Congo,Middle Africa,Central African Republic,CF,0.8043,16.1987
cch,<a href='https://www.ethnologue.com/language/cch' target='_blank'>Atsam</a>,41.64853101196953,Niger-Congo,Western Africa,Nigeria,NG,9.9773,8.4828
clu,<a href='https://www.ethnologue.com/language/clu' target='_blank'>Caluyanun</a>,41.64853101196953,Austronesian,South-Eastern Asia,Philippines,PH,12.0508,121.3861
dhm,<a href='https://www.ethnologue.com/language/dhm' target='_blank'>Zemba</a>,41.64853101196953,Niger-Congo,Middle Africa,Angola,AO,-17.6942,13.273
jib,<a href='https://www.ethnologue.com/language/jib' target='_blank'>Jibu</a>,41.64853101196953,Niger-Congo,Western Africa,Nigeria,NG,7.6156,11.501
kwm,<a href='https://www.ethnologue.com/language/kwm' target='_blank'>Kwambi</a>,41.64853101196953,Niger-Congo,Southern Africa,Namibia,NA,-18.0548,15.7455
mba,<a href='https://www.ethnologue.com/language/mba' target='_blank'>Higaonon</a>,41.64853101196953,Austronesian,South-Eastern Asia,Philippines,PH,8.5371,125.4937
mcu,<a href='https://www.ethnologue.com/language/mcu' target='_blank'>Cameroon Mambila</a>,41.64853101196953,Niger-Congo,Middle Africa,Cameroon,CM,6.4527,11.3916
mim,<a href='https://www.ethnologue.com/language/mim' target='_blank'>Alacatlatzala Mixtec</a>,41.64853101196953,Otomanguean,Central America,Mexico,MX,17.4856,-98.4688
mng,<a href='https://www.ethnologue.com/language/mng' target='_blank'>Eastern Mnong</a>,41.64853101196953,Austro-Asiatic,South-Eastern Asia,Viet Nam,VN,12.3304,108.3763
mor,<a href='https://www.ethnologue.com/language/mor' target='_blank'>Moro</a>,41.64853101196953,Niger-Congo,Northern Africa,Sudan,SD,10.995,30.1078
mrj,<a href='https://www.ethnologue.com/language/mrj' target='_blank'>Western Mari</a>,41.64853101196953,Uralic,Eastern Europe,Russian Federation,RU,56.2012,46.4237
mta,<a href='https://www.ethnologue.com/language/mta' target='_blank'>Cotabato Manobo</a>,41.64853101196953,Austronesian,South-Eastern Asia,Philippines,PH,6.4292,124.2419
muy,<a href='https://www.ethnologue.com/language/muy' target='_blank'>Muyang</a>,41.64853101196953,Afro-Asiatic,Middle Africa,Cameroon,CM,10.8608,14.2111
pbi,<a href='https://www.ethnologue.com/language/pbi' target='_blank'>Parkwa</a>,41.64853101196953,Afro-Asiatic,Middle Africa,Cameroon,CM,11.0186,14.1009
poi,<a href='https://www.ethnologue.com/language/poi' target='_blank'>Highland Popoluca</a>,41.64853101196953,Mixe-Zoquean,Central America,Mexico,MX,18.2226,-94.9225
qvc,<a href='https://www.ethnologue.com/language/qvc' target='_blank'>Cajamarca Quechua</a>,41.64853101196953,Quechuan,South America,Peru,PE,-7.1305,-78.3267
set,<a href='https://www.ethnologue.com/language/set' target='_blank'>Sentani</a>,41.64853101196953,East Bird’s Head-Sentani,South-Eastern Asia,Indonesia,ID,-2.5999,140.5195
ssl,<a href='https://www.ethnologue.com/language/ssl' target='_blank'>Western Sisaala</a>,41.64853101196953,Niger-Congo,Western Africa,Ghana,GH,10.8818,-2.3822
trc,<a href='https://www.ethnologue.com/language/trc' target='_blank'>Copala Triqui</a>,41.64853101196953,Otomanguean,Central America,Mexico,MX,17.1541,-97.9857
blz,<a href='https://www.ethnologue.com/language/blz' target='_blank'>Balantak</a>,41.64853101196953,Austronesian,South-Eastern Asia,Indonesia,ID,-0.8484,123.303
adz,<a href='https://www.ethnologue.com/language/adz' target='_blank'>Adzera</a>,41.64853101196953,Austronesian,Melanesia,Papua New Guinea,PG,-6.3408,146.2702
cgc,<a href='https://www.ethnologue.com/language/cgc' target='_blank'>Kagayanen</a>,41.64853101196953,Austronesian,South-Eastern Asia,Philippines,PH,10.5178,119.8059
ifk,<a href='https://www.ethnologue.com/language/ifk' target='_blank'>Tuwali Ifugao</a>,41.64853101196953,Austronesian,South-Eastern Asia,Philippines,PH,16.6646,121.1135
ifu,<a href='https://www.ethnologue.com/language/ifu' target='_blank'>Mayoyao Ifugao</a>,41.64853101196953,Austronesian,South-Eastern Asia,Philippines,PH,16.995,121.2819
knb,<a href='https://www.ethnologue.com/language/knb' target='_blank'>Lubuagan Kalinga</a>,41.64853101196953,Austronesian,South-Eastern Asia,Philippines,PH,17.3964,121.1062
nag,<a href='https://www.ethnologue.com/language/nag' target='_blank'>Naga Pidgin</a>,41.64853101196953,Creole,Southern Asia,India,IN,25.8785,93.7411
nku,<a href='https://www.ethnologue.com/language/nku' target='_blank'>Bouna Kulango</a>,42.954298150163226,Niger-Congo,Western Africa,Côte d’Ivoire,CI,9.173,-3.0703
jad,<a href='https://www.ethnologue.com/language/jad' target='_blank'>Jahanka</a>,42.981501632208925,Niger-Congo,Western Africa,Guinea,GN,11.6749,-13.2811
kfh,<a href='https://www.ethnologue.com/language/kfh' target='_blank'>Kurichiya</a>,43.008705114254624,Dravidian,Southern Asia,India,IN,11.7981,75.9164
agx,<a href='https://www.ethnologue.com/language/agx' target='_blank'>Aghul</a>,43.035908596300324,North Caucasian,Eastern Europe,Russian Federation,RU,41.9308,47.554
sne,<a href='https://www.ethnologue.com/language/sne' target='_blank'>Bau Bidayuh</a>,43.06311207834603,Austronesian,South-Eastern Asia,Malaysia,MY,1.4373,110.0569
nkf,<a href='https://www.ethnologue.com/language/nkf' target='_blank'>Inpui Naga</a>,43.06311207834603,Sino-Tibetan,Southern Asia,India,IN,24.7617,93.9356
zar,<a href='https://www.ethnologue.com/language/zar' target='_blank'>Rincón Zapotec</a>,43.06311207834603,Otomanguean,Central America,Mexico,MX,17.4287,-96.3042
mcx,<a href='https://www.ethnologue.com/language/mcx' target='_blank'>Mpiemo</a>,43.14472252448313,Niger-Congo,Middle Africa,Central African Republic,CF,3.4712,15.6486
bmo,<a href='https://www.ethnologue.com/language/bmo' target='_blank'>Bambalang</a>,43.14472252448313,Niger-Congo,Middle Africa,Cameroon,CM,5.859,10.544
nme,<a href='https://www.ethnologue.com/language/nme' target='_blank'>Mzieme Naga</a>,43.14472252448313,Sino-Tibetan,Southern Asia,India,IN,25.4683,93.7219
snp,<a href='https://www.ethnologue.com/language/snp' target='_blank'>Siane</a>,43.14472252448313,Trans-New Guinea,Melanesia,Papua New Guinea,PG,-6.1088,145.2252
xed,<a href='https://www.ethnologue.com/language/xed' target='_blank'>Hdi</a>,43.14472252448313,Afro-Asiatic,Middle Africa,Cameroon,CM,10.9322,13.7384
kxl,<a href='https://www.ethnologue.com/language/kxl' target='_blank'>Nepali Kurux</a>,43.28073993471164,Dravidian,Southern Asia,Nepal,NP,26.5457,87.1124
zab,<a href='https://www.ethnologue.com/language/zab' target='_blank'>Western Tlacolula Valley Zapotec</a>,43.30794341675735,Otomanguean,Central America,Mexico,MX,17.0332,-96.5968
apt,<a href='https://www.ethnologue.com/language/apt' target='_blank'>Apatani</a>,43.335146898803046,Sino-Tibetan,Southern Asia,India,IN,27.5924,93.883
hol,<a href='https://www.ethnologue.com/language/hol' target='_blank'>Holu</a>,43.362350380848746,Niger-Congo,Middle Africa,Angola,AO,-8.1165,17.4296
hrz,<a href='https://www.ethnologue.com/language/hrz' target='_blank'>Harzani</a>,43.38955386289445,Indo-European,Southern Asia,Iran,IR,38.6948,45.7006
wba,<a href='https://www.ethnologue.com/language/wba' target='_blank'>Warao</a>,43.38955386289445,Language isolate,South America,Venezuela,VE,9.3408,-62.0825
pae,<a href='https://www.ethnologue.com/language/pae' target='_blank'>Pagibete</a>,43.44396082698586,Niger-Congo,Middle Africa,Democratic Republic of the Congo,CD,3.1259,22.106
der,<a href='https://www.ethnologue.com/language/der' target='_blank'>Deori</a>,43.44396082698586,Sino-Tibetan,Southern Asia,India,IN,27.6491,95.9842
lkr,<a href='https://www.ethnologue.com/language/lkr' target='_blank'>Päri</a>,43.44396082698586,Nilo-Saharan,Eastern Africa,South Sudan,SS,5.0888,32.4813
wbi,<a href='https://www.ethnologue.com/language/wbi' target='_blank'>Vwanji</a>,43.44396082698586,Niger-Congo,Eastern Africa,Tanzania,TZ,-8.9686,34.0212
tlb,<a href='https://www.ethnologue.com/language/tlb' target='_blank'>Tobelo</a>,43.55277475516866,West Papuan,South-Eastern Asia,Indonesia,ID,1.4765,128.441
vmp,<a href='https://www.ethnologue.com/language/vmp' target='_blank'>Soyaltepec Mazatec</a>,43.57997823721436,Otomanguean,Central America,Mexico,MX,18.2894,-96.477
mfk,<a href='https://www.ethnologue.com/language/mfk' target='_blank'>North Mofu</a>,43.57997823721436,Afro-Asiatic,Middle Africa,Cameroon,CM,10.6912,14.1095
avn,<a href='https://www.ethnologue.com/language/avn' target='_blank'>Avatime</a>,43.63438520130577,Niger-Congo,Western Africa,Ghana,GH,6.8597,0.4199
